name,city,website,type_id,active,CP
Peyrelade,RIVIÈRE-SUR-TARN,www.la-peyrelade.com,3,TRUE,12640
de l'Aveyron,ONET-LE-CHÂTEAU,brasseriedelaveyron.fr,3,TRUE,12850
"Heineken France
La Valentine",MARSEILLE,www.heineken.fr,3,TRUE,13001
"Soiffe
SMBC",MARSEILLE,www.soiffe.com,3,TRUE,13001
Bière de la Plaine - site de Saint Pierre,MARSEILLE,www.brasseriedelaplaine.fr,3,TRUE,13006
Zoumaï,MARSEILLE,brasseriezoumai.fr,3,TRUE,13006
Entropy Brews,MARSEILLE,entropybrew.com,3,TRUE,13007
Keg & Can,MARSEILLE,www.keg-and-can.fr,3,TRUE,13009
Bière de la Plaine - site de Saint Menet,MARSEILLE,www.brasseriedelaplaine.fr,3,TRUE,13011
Les 3 Brasseurs,MARSEILLE,www.les3brasseurs.com,3,TRUE,13011
des Maltfaiteurs,MARSEILLE,www.brasseriedesmaltfaiteurs.com,3,TRUE,13013
Aquae Maltae,AIX-EN-PROVENCE,www.aquaemaltae.com,3,TRUE,13090
La Baroude,AIX-EN-PROVENCE,www.brasserielabaroude.fr,3,TRUE,13090
de la Crau,ISTRES,microbrasseriedelacrau.com,3,TRUE,13118
"La Minotte
Minot",VITROLLES,www.minot-brasserie.fr,3,TRUE,13127
de Sulauze,MIRAMAS,brasseriedesulauze.com,3,TRUE,13140
Arlatina,ARLES,,3,TRUE,13200
Cap Marca,ARLES,capmarca.fr,3,TRUE,13200
Les Galopins,CHÂTEAUNEUF-LES-MARTIGUES,,3,TRUE,13220
L'Étang de Bière,SAINT-CHAMAS,www.letangdebiere.com,3,TRUE,13250
La Doucillon,CASSIS,brasserie-doucillon.fr,3,TRUE,13260
Sapristi,SALON-DE-PROVENCE,www.biere-sapristi.fr,3,TRUE,13300
Artisanale Arlésienne (BAA),SAINT-MARTIN-DE-CRAU,www.brasserieartisanalearlesienne.com,3,TRUE,13310
Les 2 Bèu,PLAN-DE-CUQUES,les2beu.fr,3,TRUE,13380
Les Deux Font La Bière,AUBAGNE,www.lesdeuxfontlabiere.fr,3,TRUE,13400
de la Sainte Baume,GÉMENOS,brasseriedelasaintebaume.fr,3,TRUE,13420
"de Puyricard
Bulles de Provence",PUYRICARD,www.bullesdeprovence.com,3,TRUE,13540
L'Amista,NOVES,,3,TRUE,13550
Kataclysm,CARRY-LE-ROUET,www.brasserie-kataclysm.fr,3,TRUE,13620
Sans Pression,LA ROQUE-D'ANTHÉRON,byup.fr,3,TRUE,13640
La Petite Aixoise,SAINT-CANNAT,lapetiteaixoise.fr,3,TRUE,13760
Artisanale de Provence (BAP),ROUSSET,www.bap-13.com,3,TRUE,13790
des Alpilles,EYGALIÈRES,www.brasserie-alpilles.com,3,TRUE,13810
"AixPression
SARL Arguin Distribution",ROGNES,,3,TRUE,13840
La Bieregerie,CAEN,www.labieregerie.fr,3,TRUE,14000
de Renart,CAEN,biere-laruse.fr,3,TRUE,14000
"Trip-Hop
Brasserie Gosset",LISIEUX,trip-hop.fr,3,TRUE,14100
Dériv'chaîne,MONDEVILLE,www.derivchaine.com,3,TRUE,14120
Les 3 Brasseurs,MONDEVILLE,"www.les3brasseurs-mondeville.fr
www.les3brasseurs.com",3,TRUE,14120
Sagesse,LE BREUIL-EN-AUGE,www.biere-sagesse.fr,3,TRUE,14130
Les Champs Qui Moussent,LIVAROT,,3,TRUE,14140
La Voie Lactée,NOTRE-DAME-DE-COURSON,,3,TRUE,14140
Coupe Gorge,SAINT-LAURENT-DE-CONDEL,,3,TRUE,14220
du Hommey,LIVRY,www.brasserieduhommey.fr,3,TRUE,14240
de l'Odon,AUNAY-SUR-ODON,www.brasserie-odon.fr,3,TRUE,14260
"Brewmaker
The Brewing Company",SAINT-ANDRÉ-SUR-ORNE,,3,TRUE,14320
Gris'Mouss,MOULT,,3,TRUE,14370
Mobsby's Brewery,SAINT GERMAIN DE TALLEVENDE,www.mobsbys.com,3,TRUE,14500
La Lie,SAINT-RÉMY-SUR-ORNE,www.biere-lalie.com,3,TRUE,14570
Caval,HONFLEUR,,3,TRUE,14600
Bel Orge,VILLERS-SUR-MER,belorge.fr,3,TRUE,14640
"La Fabrique de Bière Normande
La Fresneysie",FRESNEY-LE-PUCEUX,,3,TRUE,14680
Le Temps Qui Brasse,FRESNEY-LE-PUCEUX,,3,TRUE,14680
La Fort Mignonne,FORMIGNY LA BATAILLE,www.fortmignonne.bio,3,TRUE,14710
Bière Paillette,SAINT-ARNOULT,www.bierepaillette.fr,3,TRUE,14800
Normandy Beer Factory,DÉMOUVILLE,,3,TRUE,14840
L'Escale,HÉROUVILLETTE,,3,TRUE,14850
des 9 Mondes,RANVILLE,www.brasseriedes9mondes.com,3,TRUE,14860
"Occitane
Les 3 Caves",AURILLAC,www.3caves.com,3,TRUE,15000
La Mélodie des Bulles,LAFEUILLADE-EN-VÉZIE,www.lamelodie-desbulles.fr,3,TRUE,15130
360,SAINT-MARTIN-VALMEROUX,www.brasserie360.fr,3,TRUE,15140
"des Estives
Enki & Co",ALLANCHE,brasseriedesestives.com,3,TRUE,15160
Les Malts Fêteurs,VAL D'ARCOMIE,,3,TRUE,15320
Bouquier,PUYCAPEL,bouquier.fr,3,TRUE,15340
Le Héron Noir,ALLY,,3,TRUE,15700
La Vicoise,VIC-SUR-SÈRE,,3,TRUE,15800
La Débauche,ANGOULÊME,www.brasserie-ladebauche.com,3,TRUE,16000
Big Hop,CHÂTEAUBERNARD,,3,TRUE,16100
Jukebox,COGNAC,brasseriejukebox.com,3,TRUE,16100
Nobody,TAPONNAT-FLEURIGNAC,www.brasserienobody.fr,3,TRUE,16110
des Gabariers,PLAIZAC,"www.brasserie-des-gabariers.fr
www.xobeer.com",3,TRUE,16170
La Cloche,BORS DE MONTMOREAU,www.bar-lacloche.com,3,TRUE,16190
La Nouge,SALLES-LAVALETTE,lanouge.fr,3,TRUE,16190
"La Goule
SARL Guy Pinard et Fils",FOUSSIGNAC,www.la-goule.com,3,TRUE,16200
CharentAles,PAIZAY-NAUDOUIN-EMBOURIE,www.charentales.fr,3,TRUE,16240
Captain Cœur de Bœuf,TERRES-DE-HAUTE-CHARENTE,www.captaincoeurdeboeuf.com,3,TRUE,16270
L'Ogre,SAINT-SATURNIN,,3,TRUE,16290
Saltimbock,CHARRAS,,3,TRUE,16380
Rainette,CHAZELLES,www.brasserie-larainette.fr,3,TRUE,16380
Amiticia,PUYMOYEN,,3,TRUE,16400
Metal Snail,VOUZAN,,3,TRUE,16410
Brunack,ANSAC-SUR-VIENNE,brunack.com,3,TRUE,16500
Science Infuse,LA ROCHELLE,science-infuse.univ-lr.fr,3,TRUE,17042
Georgette,SAINT-GEORGES-DE-DIDONNE,www.brasseriegeorgette.com,3,TRUE,17110
La Bière Michelaise,SEMUSSAC,biere-michelaise.fr,3,TRUE,17120
de l'Île-d'Aix,ÎLE-D'AIX,,3,TRUE,17123
Garvoul,ROUFFIGNAC,www.garvoul.fr,3,TRUE,17130
B.O.T.E.,SOUSMOULINS,,3,TRUE,17130
Bière de la Lanterne,PÉRIGNY,www.bieredelalanterne.com,3,TRUE,17180
Rocheloise,PÉRIGNY,brasserie-maison-bastard.com,3,TRUE,17180
des Naufrageurs,SAINT-GEORGES-D'OLÉRON,,3,TRUE,17190
des 3 Phares,ROYAN,,3,TRUE,17200
Autrement,SAINT-MÉDARD-D'AUNIS,biereautrement.com,3,TRUE,17220
La Riboterie,SAINT-VIVIEN,www.brasserie-lariboterie.com,3,TRUE,17220
des Cousins,SAINT-DIZANT-DU-GUA,www.brasseriedescousins.com,3,TRUE,17240
La 17,LES ESSARDS,,3,TRUE,17250
BOC 17,PONT-L'ABBÉ-D'ARNOULT,,3,TRUE,17250
Les 3 Promises,NEUVICQ,www.les3promises.com,3,TRUE,17270
Brasseurs Cueilleurs,LANDRAIS,www.brasseurscueilleurs.fr,3,TRUE,17290
La Nacelle,ROCHEFORT,,3,TRUE,17300
Île et Elle,SAINT-PIERRE-D'OLÉRON,,3,TRUE,17310
La Beun'aise,AYTRÉ,www.labeunaise.fr,3,TRUE,17440
de la Presqu'île d'Arvert,ARVERT,www.brasserie-arvert.com,3,TRUE,17530
